"","gameId","playId","nflId","displayName","frameId","frameType","time","jerseyNumber","club","playDirection","x","y","s","a","dis","o","dir","event","ID","40011","41325","44874","46243","47839"
"372",2022091110,291,53565,"Marco Wilson",69,"BEFORE_SNAP","2022-09-11 20:33:51.1",20,"ARI","left",14.66,16.02,0.93,0.43,0.09,3.04,228.77,"line_set",53565,0,0,0,0,1
"373",2022091110,291,53565,"Marco Wilson",70,"BEFORE_SNAP","2022-09-11 20:33:51.2",20,"ARI","left",14.59,15.96,0.87,0.53,0.09,8.12,229.4,NA,53565,3.96823901285924e-06,1.08165333593065e-07,5.53566558933442e-20,1.08066282062019e-35,0.999995923595654
"374",2022091110,291,53565,"Marco Wilson",71,"BEFORE_SNAP","2022-09-11 20:33:51.3",20,"ARI","left",14.53,15.9,0.86,0.46,0.09,16.23,226.57,NA,53565,6.60598262913257e-06,1.09644606686854e-07,4.51962066535715e-20,7.62244462279566e-36,0.999993284372764
"375",2022091110,291,53565,"Marco Wilson",72,"BEFORE_SNAP","2022-09-11 20:33:51.4",20,"ARI","left",14.47,15.84,0.87,0.48,0.09,33.29,222.38,NA,53565,8.24814821884534e-06,1.04036824134829e-07,3.68752800348817e-20,5.64793126204227e-36,0.999991647814957
"376",2022091110,291,53565,"Marco Wilson",73,"BEFORE_SNAP","2022-09-11 20:33:51.5",20,"ARI","left",14.41,15.78,0.81,0.49,0.08,43.85,220.16,NA,53565,9.18350129039126e-06,9.72401768737231e-08,2.90578300086936e-20,4.18262759512788e-36,0.999990719258533
"377",2022091110,291,53565,"Marco Wilson",74,"BEFORE_SNAP","2022-09-11 20:33:51.6",20,"ARI","left",14.36,15.71,0.78,0.46,0.08,55.38,217.18,NA,53565,9.6850552074304e-06,8.99640421186916e-08,2.21202854941132e-20,3.0977640554767e-36,0.99999022498075
"378",2022091110,291,53565,"Marco Wilson",75,"BEFORE_SNAP","2022-09-11 20:33:51.7",20,"ARI","left",14.31,15.65,0.79,0.2,0.08,57.73,219.46,NA,53565,9.96574694883944e-06,8.40777608841972e-08,1.68292099458426e-20,2.29413464420247e-36,0.99998995017529
"379",2022091110,291,53565,"Marco Wilson",76,"BEFORE_SNAP","2022-09-11 20:33:51.8",20,"ARI","left",14.26,15.59,0.79,0.33,0.08,54.6,225.44,NA,53565,1.02190731250068e-05,7.87475936345161e-08,1.32634641357286e-20,1.70087277914316e-36,0.999989702179281
"380",2022091110,291,53565,"Marco Wilson",77,"BEFORE_SNAP","2022-09-11 20:33:51.9",20,"ARI","left",14.2,15.54,0.71,0.51,0.07,62.97,228.9,NA,53565,1.06325419728483e-05,7.39337836089566e-08,1.08270098815685e-20,1.26175700035663e-36,0.999989293524243
"381",2022091110,291,53565,"Marco Wilson",78,"BEFORE_SNAP","2022-09-11 20:33:52",20,"ARI","left",14.15,15.51,0.62,0.79,0.06,69.61,238.42,NA,53565,1.13906203833899e-05,7.16856672132276e-08,9.8104353339756e-21,1.03590642808095e-36,0.999988537693949
"382",2022091110,291,53565,"Marco Wilson",79,"BEFORE_SNAP","2022-09-11 20:33:52.1",20,"ARI","left",14.1,15.48,0.55,0.89,0.06,67.71,247.91,NA,53565,1.26446736987517e-05,6.91671996355151e-08,8.91577026432943e-21,8.9741447272021e-37,0.999987286159102
"383",2022091110,291,53565,"Marco Wilson",80,"BEFORE_SNAP","2022-09-11 20:33:52.2",20,"ARI","left",14.05,15.48,0.49,1.18,0.05,67.71,268.01,NA,53565,1.46467485101745e-05,6.89618473213465e-08,8.99108376700457e-21,9.04995133200225e-37,0.999985284289642
"384",2022091110,291,53565,"Marco Wilson",81,"BEFORE_SNAP","2022-09-11 20:33:52.3",20,"ARI","left",14,15.48,0.48,1.35,0.05,60.61,288.04,NA,53565,1.76723886498827e-05,7.07411618908253e-08,9.10233131745486e-21,9.63989171811646e-37,0.999982256870188
"385",2022091110,291,53565,"Marco Wilson",82,"BEFORE_SNAP","2022-09-11 20:33:52.4",20,"ARI","left",13.95,15.51,0.58,1.34,0.06,52.14,304.13,NA,53565,2.21058096612731e-05,7.49618061852881e-08,1.05679848847087e-20,1.07769535363502e-36,0.999977819228532
"386",2022091110,291,53565,"Marco Wilson",83,"BEFORE_SNAP","2022-09-11 20:33:52.5",20,"ARI","left",13.91,15.57,0.77,1.71,0.07,47.19,326.77,NA,53565,2.83790932427922e-05,8.1525460143787e-08,1.27138334959208e-20,1.47742303325006e-36,0.999971539381297
"387",2022091110,291,53565,"Marco Wilson",84,"BEFORE_SNAP","2022-09-11 20:33:52.6",20,"ARI","left",13.88,15.68,1.11,2.18,0.11,43.66,343.82,NA,53565,3.69271194593711e-05,9.22125410229416e-08,1.93373897004741e-20,2.58758417732246e-36,0.999962980668
"388",2022091110,291,53565,"Marco Wilson",85,"BEFORE_SNAP","2022-09-11 20:33:52.7",20,"ARI","left",13.85,15.81,1.43,2.28,0.14,47.34,347.8,NA,53565,4.79521367775922e-05,1.09387467928277e-07,3.15191101317222e-20,5.01674642134517e-36,0.999951938475754
"389",2022091110,291,53565,"Marco Wilson",86,"BEFORE_SNAP","2022-09-11 20:33:52.8",20,"ARI","left",13.82,15.98,1.76,2.39,0.17,41.31,351.68,"man_in_motion",53565,6.1399090371965e-05,1.32398192216374e-07,5.83412516958051e-20,1.1782053640876e-35,0.999938468511436
"390",2022091110,291,53565,"Marco Wilson",87,"BEFORE_SNAP","2022-09-11 20:33:52.9",20,"ARI","left",13.8,16.17,2.03,2.39,0.19,34.25,354.49,NA,53565,7.6703706032216e-05,1.66280601469013e-07,1.11304997374857e-19,3.04748038292751e-35,0.999923130013366
